Order ID,Order Date,Customer ID,Customer Name,Product ID,Product Name,Category,Sub-Category,Quantity,Unit Price,Discount,Sales,Cost,Profit,Region,City,Payment Method,Customer Type,Profit Margin,Year,Month,Month Name,Year-Month
O009642,2024-09-05,C00424,Customer 424,P068,Mini Fans 4,Smart Gadgets,Mini Fans,1,1050.0,0.1904,850.05,511.18,338.87,West,Nagpur,Debit Card,Returning,0.39864713840362337,2024,9,Sep,2024-09
O017251,2024-10-21,C00424,Customer 424,P026,Keyboards 2,Computer Accessories,Keyboards,1,744.0,0.0865,679.66,442.16,237.5,South,Coimbatore,Debit Card,Returning,0.3494394255951505,2024,10,Oct,2024-10
O000390,2024-11-20,C00424,Customer 424,P040,USB Hubs 4,Computer Accessories,USB Hubs,3,2074.0,0.1634,5205.37,3494.73,1710.64,South,Bengaluru,UPI,Returning,0.32862985724357735,2024,11,Nov,2024-11
O031498,2024-12-02,C00424,Customer 424,P021,Audio 1,Mobile Accessories,Audio,1,2322.0,0.0875,2118.92,1226.9,892.02,West,Nagpur,UPI,Returning,0.42097861174560625,2024,12,Dec,2024-12
O002164,2025-08-18,C00424,Customer 424,P058,Smart Lights 2,Smart Gadgets,Smart Lights,1,1791.0,0.1563,1511.07,1125.1,385.97,South,Coimbatore,Credit Card,Returning,0.255428272680948,2025,8,Aug,2025-08
O022067,2024-02-29,C00425,Customer 425,P022,Audio 2,Mobile Accessories,Audio,3,1192.0,0.0418,3426.55,2254.0,1172.55,East,Kolkata,UPI,New,0.3421955027651719,2024,2,Feb,2024-02
O035592,2024-03-16,C00425,Customer 425,P055,Smart Speakers 3,Smart Gadgets,Smart Speakers,1,2173.0,0.2761,1573.04,1098.09,474.95,South,Kochi,Debit Card,Returning,0.3019312922748309,2024,3,Mar,2024-03
O020415,2024-09-14,C00425,Customer 425,P013,Cases 1,Mobile Accessories,Cases,3,2002.0,0.1996,4806.96,4079.84,727.12,South,Bengaluru,Credit Card,Returning,0.15126400053256112,2024,9,Sep,2024-09
O043141,2025-03-11,C00425,Customer 425,P035,Webcams 3,Computer Accessories,Webcams,2,1514.0,0.2731,2201.02,1694.96,506.07,West,Surat,Cash on Delivery,Returning,0.2299252164905362,2025,3,Mar,2025-03
O008458,2025-10-06,C00425,Customer 425,P024,Audio 4,Mobile Accessories,Audio,1,2700.0,0.1316,2344.66,1860.02,484.64,South,Hyderabad,Credit Card,Returning,0.20669947881569184,2025,10,Oct,2025-10
O031714,2024-01-04,C00426,Customer 426,P048,Storage 4,Computer Accessories,Storage,1,1006.0,0.0514,954.3,741.41,212.89,West,Mumbai,UPI,New,0.22308498375772817,2024,1,Jan,2024-01
O029097,2024-08-17,C00426,Customer 426,P058,Smart Lights 2,Smart Gadgets,Smart Lights,1,1791.0,0.1402,1539.97,1125.1,414.87,South,Coimbatore,Credit Card,Returning,0.26940135197438914,2024,8,Aug,2024-08
O027762,2024-12-23,C00426,Customer 426,P004,Chargers 4,Mobile Accessories,Chargers,1,2152.0,0.2399,1635.75,1296.71,339.05,West,Nagpur,Net Banking,Returning,0.20727495032859544,2024,12,Dec,2024-12
O028171,2025-05-11,C00426,Customer 426,P015,Cases 3,Mobile Accessories,Cases,3,1441.0,0.0112,4274.73,3130.74,1143.98,West,Nagpur,Net Banking,Returning,0.2676145627911003,2025,5,May,2025-05
O018237,2025-06-15,C00426,Customer 426,P022,Audio 2,Mobile Accessories,Audio,1,1192.0,0.2297,918.15,751.33,166.81,South,Coimbatore,UPI,Returning,0.18168055328650004,2025,6,Jun,2025-06
O023392,2025-08-28,C00426,Customer 426,P048,Storage 4,Computer Accessories,Storage,1,1006.0,0.1123,893.0,741.41,151.59,West,Mumbai,Credit Card,Returning,0.16975363941769317,2025,8,Aug,2025-08
O008533,2025-09-28,C00426,Customer 426,P029,Mice 1,Computer Accessories,Mice,3,631.0,0.1368,1634.03,1114.11,519.91,West,Pune,Debit Card,Returning,0.31817653286659364,2025,9,Sep,2025-09
O000981,2024-03-26,C00427,Customer 427,P021,Audio 1,Mobile Accessories,Audio,3,2322.0,0.1208,6124.62,3680.71,2443.91,East,Bhubaneswar,Credit Card,New,0.39903047046184087,2024,3,Mar,2024-03
O022794,2024-04-20,C00427,Customer 427,P024,Audio 4,Mobile Accessories,Audio,3,2700.0,0.1171,7151.21,5580.06,1571.15,North,Amritsar,UPI,Returning,0.21970407805112702,2024,4,Apr,2024-04
O021299,2024-04-25,C00427,Customer 427,P035,Webcams 3,Computer Accessories,Webcams,2,1514.0,0.1408,2601.75,1694.96,906.79,North,Jaipur,UPI,Returning,0.34853079657922553,2024,4,Apr,2024-04
O030020,2024-04-29,C00427,Customer 427,P008,Cables 4,Mobile Accessories,Cables,1,2400.0,0.0922,2178.78,1354.6,824.18,East,Guwahati,UPI,Returning,0.37827591587952886,2024,4,Apr,2024-04
O003157,2024-10-28,C00427,Customer 427,P018,Screen Protectors 2,Mobile Accessories,Screen Protectors,1,378.0,0.2013,301.89,191.65,110.24,West,Mumbai,Debit Card,Returning,0.36516612010997385,2024,10,Oct,2024-10
O018311,2024-11-17,C00427,Customer 427,P051,Smartwatches 3,Smart Gadgets,Smartwatches,2,759.0,0.1167,1340.89,925.42,415.47,South,Chennai,Net Banking,Returning,0.3098464452714242,2024,11,Nov,2024-11
O043894,2025-04-26,C00427,Customer 427,P015,Cases 3,Mobile Accessories,Cases,2,1441.0,0.1429,2470.12,2087.16,382.96,West,Surat,Debit Card,Returning,0.15503700225090278,2025,4,Apr,2025-04
O035040,2025-07-17,C00427,Customer 427,P029,Mice 1,Computer Accessories,Mice,1,631.0,0.0924,572.71,371.37,201.34,South,Kochi,Cash on Delivery,Returning,0.3515566342476995,2025,7,Jul,2025-07
O027434,2025-09-07,C00427,Customer 427,P012,Power Banks 4,Mobile Accessories,Power Banks,1,2794.0,0.1382,2407.88,1998.18,409.7,North,Delhi,Credit Card,Returning,0.17014967523298502,2025,9,Sep,2025-09
O018379,2025-09-26,C00427,Customer 427,P034,Webcams 2,Computer Accessories,Webcams,1,1236.0,0.112,1097.59,852.73,244.86,North,Chandigarh,Net Banking,Returning,0.22308876720815607,2025,9,Sep,2025-09
O026066,2024-03-22,C00428,Customer 428,P067,Mini Fans 3,Smart Gadgets,Mini Fans,1,1765.0,0.1542,1492.78,1160.09,332.69,East,Bhubaneswar,Cash on Delivery,New,0.22286606197832232,2024,3,Mar,2024-03
O016527,2024-08-16,C00428,Customer 428,P003,Chargers 3,Mobile Accessories,Chargers,1,2603.0,0.1491,2214.8,1417.01,797.79,South,Chennai,Net Banking,Returning,0.36020859671302147,2024,8,Aug,2024-08
O039188,2025-04-22,C00428,Customer 428,P060,Smart Lights 4,Smart Gadgets,Smart Lights,2,520.0,0.1363,898.29,544.29,354.0,North,Delhi,Debit Card,Returning,0.3940820893030091,2025,4,Apr,2025-04
O008218,2025-04-07,C00429,Customer 429,P067,Mini Fans 3,Smart Gadgets,Mini Fans,2,1765.0,0.1533,2988.86,2320.18,668.68,South,Chennai,UPI,New,0.22372409547452873,2025,4,Apr,2025-04
O010090,2024-09-03,C00431,Customer 431,P016,Cases 4,Mobile Accessories,Cases,1,835.0,0.045,797.46,442.63,354.84,North,Chandigarh,Debit Card,New,0.44496275675268976,2024,9,Sep,2024-09
O030289,2024-11-12,C00431,Customer 431,P035,Webcams 3,Computer Accessories,Webcams,2,1514.0,0.3,2119.6,1694.96,424.64,South,Kochi,UPI,Returning,0.20033968673334593,2024,11,Nov,2024-11
O025622,2024-06-23,C00432,Customer 432,P060,Smart Lights 4,Smart Gadgets,Smart Lights,2,520.0,0.0524,985.46,544.29,441.17,South,Coimbatore,Debit Card,New,0.44767925638787975,2024,6,Jun,2024-06
O045569,2025-06-02,C00432,Customer 432,P026,Keyboards 2,Computer Accessories,Keyboards,2,744.0,0.0763,1374.43,884.33,490.11,West,Mumbai,UPI,Returning,0.35659145973239814,2025,6,Jun,2025-06
O011176,2025-12-02,C00432,Customer 432,P029,Mice 1,Computer Accessories,Mice,2,631.0,0.1465,1077.11,742.74,334.37,East,Guwahati,UPI,Returning,0.3104325463508834,2025,12,Dec,2025-12
O022994,2024-02-15,C00433,Customer 433,P048,Storage 4,Computer Accessories,Storage,2,1006.0,0.1405,1729.28,1482.81,246.47,South,Coimbatore,Credit Card,New,0.14252752590673576,2024,2,Feb,2024-02
O019525,2025-06-27,C00433,Customer 433,P068,Mini Fans 4,Smart Gadgets,Mini Fans,2,1050.0,0.2528,1569.05,1022.37,546.68,North,Amritsar,Credit Card,Returning,0.3484146458047863,2025,6,Jun,2025-06
O038458,2025-07-12,C00433,Customer 433,P002,Chargers 2,Mobile Accessories,Chargers,2,1428.0,0.1177,2519.84,1745.06,774.79,South,Hyderabad,Cash on Delivery,Returning,0.3074758714839037,2025,7,Jul,2025-07
O037665,2025-04-29,C00434,Customer 434,P060,Smart Lights 4,Smart Gadgets,Smart Lights,1,520.0,0.2186,406.31,272.15,134.17,South,Bengaluru,Debit Card,New,0.3302158450444242,2025,4,Apr,2025-04
O041165,2025-07-30,C00434,Customer 434,P050,Smartwatches 2,Smart Gadgets,Smartwatches,1,590.0,0.119,519.79,410.54,109.24,East,Kolkata,Cash on Delivery,Returning,0.2101617961099675,2025,7,Jul,2025-07
O042034,2024-04-03,C00435,Customer 435,P042,Laptop Stands 2,Computer Accessories,Laptop Stands,1,2530.0,0.0915,2298.62,1899.48,399.15,South,Hyderabad,Net Banking,New,0.17364766686098615,2024,4,Apr,2024-04
O037678,2025-09-04,C00435,Customer 435,P048,Storage 4,Computer Accessories,Storage,1,1006.0,0.1586,846.42,741.41,105.02,East,Bhubaneswar,Debit Card,Returning,0.12407551806431795,2025,9,Sep,2025-09
O037437,2024-03-10,C00436,Customer 436,P008,Cables 4,Mobile Accessories,Cables,1,2400.0,0.192,1939.31,1354.6,584.72,North,Lucknow,Net Banking,New,0.3015092996993776,2024,3,Mar,2024-03
O007391,2024-08-11,C00436,Customer 436,P037,USB Hubs 1,Computer Accessories,USB Hubs,1,563.0,0.1611,472.31,401.77,70.54,South,Coimbatore,Debit Card,Returning,0.14935106180262964,2024,8,Aug,2024-08
O045271,2025-04-04,C00436,Customer 436,P011,Power Banks 3,Mobile Accessories,Power Banks,2,1237.0,0.1125,2195.75,1600.95,594.8,East,Kolkata,UPI,Returning,0.2708869406808607,2025,4,Apr,2025-04
O027683,2025-05-03,C00436,Customer 436,P002,Chargers 2,Mobile Accessories,Chargers,1,1428.0,0.0684,1330.27,872.53,457.74,North,Jaipur,UPI,Returning,0.3440955595480617,2025,5,May,2025-05
O002963,2025-12-29,C00436,Customer 436,P037,USB Hubs 1,Computer Accessories,USB Hubs,2,563.0,0.2113,888.04,803.54,84.5,South,Coimbatore,Debit Card,Returning,0.09515337146975363,2025,12,Dec,2025-12
O019865,2024-03-26,C00437,Customer 437,P004,Chargers 4,Mobile Accessories,Chargers,1,2152.0,0.1335,1864.67,1296.71,567.96,South,Coimbatore,Debit Card,New,0.3045900883266208,2024,3,Mar,2024-03
O038332,2024-04-19,C00437,Customer 437,P019,Screen Protectors 3,Mobile Accessories,Screen Protectors,1,2516.0,0.1096,2240.16,1752.92,487.25,East,Ranchi,Debit Card,Returning,0.21750678522962646,2024,4,Apr,2024-04
O002879,2024-05-19,C00437,Customer 437,P062,Trackers 2,Smart Gadgets,Trackers,1,1518.0,0.058,1429.9,996.25,433.64,North,Chandigarh,UPI,Returning,0.30326596265473105,2024,5,May,2024-05
O015128,2024-06-07,C00437,Customer 437,P060,Smart Lights 4,Smart Gadgets,Smart Lights,1,520.0,0.2996,364.2,272.15,92.06,North,Chandigarh,Credit Card,Returning,0.25277320153761673,2024,6,Jun,2024-06
O005352,2024-09-20,C00437,Customer 437,P055,Smart Speakers 3,Smart Gadgets,Smart Speakers,1,2173.0,0.2006,1737.11,1098.09,639.02,West,Surat,Cash on Delivery,Returning,0.3678638658461468,2024,9,Sep,2024-09
O001034,2024-12-03,C00437,Customer 437,P043,Laptop Stands 3,Computer Accessories,Laptop Stands,1,2160.0,0.1055,1932.15,1332.14,600.01,North,Delhi,Credit Card,Returning,0.3105400719405843,2024,12,Dec,2024-12
O041851,2024-12-17,C00437,Customer 437,P048,Storage 4,Computer Accessories,Storage,1,1006.0,0.1451,860.04,741.41,118.64,West,Surat,UPI,Returning,0.13794707222919864,2024,12,Dec,2024-12
O048245,2024-12-26,C00437,Customer 437,P001,Chargers 1,Mobile Accessories,Chargers,2,2366.0,0.1719,3918.49,2315.11,1603.38,East,Bhubaneswar,UPI,Returning,0.40918312921559075,2024,12,Dec,2024-12
O004861,2025-03-05,C00437,Customer 437,P050,Smartwatches 2,Smart Gadgets,Smartwatches,1,590.0,0.0302,572.16,410.54,161.62,South,Coimbatore,Debit Card,Returning,0.2824734340044743,2025,3,Mar,2025-03
O041077,2025-04-22,C00437,Customer 437,P015,Cases 3,Mobile Accessories,Cases,1,1441.0,0.2059,1144.27,1043.58,100.69,East,Bhubaneswar,Credit Card,Returning,0.0879949662230068,2025,4,Apr,2025-04
O048970,2025-06-21,C00437,Customer 437,P063,Trackers 3,Smart Gadgets,Trackers,2,1782.0,0.0401,3421.05,1893.12,1527.93,South,Kochi,Credit Card,Returning,0.44662603586618144,2025,6,Jun,2025-06
O012187,2025-06-22,C00437,Customer 437,P068,Mini Fans 4,Smart Gadgets,Mini Fans,3,1050.0,0.0689,2932.99,1533.55,1399.44,South,Kochi,Credit Card,Returning,0.4771376649766962,2025,6,Jun,2025-06
O007797,2025-06-27,C00437,Customer 437,P039,USB Hubs 3,Computer Accessories,USB Hubs,1,834.0,0.0368,803.27,512.75,290.52,South,Coimbatore,Credit Card,Returning,0.3616716670608886,2025,6,Jun,2025-06
O042905,2025-07-01,C00437,Customer 437,P022,Audio 2,Mobile Accessories,Audio,1,1192.0,0.059,1121.65,751.33,370.32,North,Amritsar,UPI,Returning,0.3301564659207417,2025,7,Jul,2025-07
O001441,2025-08-13,C00437,Customer 437,P067,Mini Fans 3,Smart Gadgets,Mini Fans,1,1765.0,0.157,1487.82,1160.09,327.73,West,Mumbai,Credit Card,Returning,0.2202753021198801,2025,8,Aug,2025-08
O020159,2024-09-07,C00438,Customer 438,P026,Keyboards 2,Computer Accessories,Keyboards,1,744.0,0.1886,603.68,442.16,161.52,East,Ranchi,UPI,New,0.2675589716406043,2024,9,Sep,2024-09
O004765,2025-11-22,C00438,Customer 438,P004,Chargers 4,Mobile Accessories,Chargers,1,2152.0,0.1791,1766.52,1296.71,469.81,West,Mumbai,UPI,Returning,0.2659522677354346,2025,11,Nov,2025-11
O035898,2024-07-21,C00439,Customer 439,P065,Mini Fans 1,Smart Gadgets,Mini Fans,1,1976.0,0.0632,1851.1,1292.93,558.17,East,Kolkata,Credit Card,New,0.30153422289449516,2024,7,Jul,2024-07
O026832,2025-04-23,C00439,Customer 439,P058,Smart Lights 2,Smart Gadgets,Smart Lights,1,1791.0,0.139,1542.07,1125.1,416.97,West,Mumbai,Credit Card,Returning,0.27039628551233086,2025,4,Apr,2025-04
O035807,2025-08-07,C00440,Customer 440,P029,Mice 1,Computer Accessories,Mice,2,631.0,0.0393,1212.42,742.74,469.68,North,Delhi,UPI,New,0.3873905082397189,2025,8,Aug,2025-08
O036542,2024-10-15,C00441,Customer 441,P032,Mice 4,Computer Accessories,Mice,2,2908.0,0.0721,5396.69,4470.0,926.69,East,Kolkata,Debit Card,New,0.171714513896481,2024,10,Oct,2024-10
O004240,2024-10-22,C00441,Customer 441,P056,Smart Speakers 4,Smart Gadgets,Smart Speakers,1,2385.0,0.0714,2214.78,1442.31,772.47,North,Jaipur,UPI,Returning,0.34877956275566874,2024,10,Oct,2024-10
O005567,2024-11-29,C00441,Customer 441,P008,Cables 4,Mobile Accessories,Cables,1,2400.0,0.0767,2215.89,1354.6,861.29,South,Chennai,Credit Card,Returning,0.3886880666459075,2024,11,Nov,2024-11
O001257,2025-01-29,C00441,Customer 441,P007,Cables 3,Mobile Accessories,Cables,2,2330.0,0.2269,3602.44,2318.31,1284.13,North,Amritsar,Credit Card,Returning,0.3564611763138318,2025,1,Jan,2025-01
O043780,2025-12-01,C00441,Customer 441,P033,Webcams 1,Computer Accessories,Webcams,1,1111.0,0.1933,896.28,836.11,60.17,South,Coimbatore,Debit Card,Returning,0.06713303878252332,2025,12,Dec,2025-12
O003136,2024-02-04,C00442,Customer 442,P062,Trackers 2,Smart Gadgets,Trackers,2,1518.0,0.2096,2399.64,1992.51,407.13,West,Ahmedabad,UPI,New,0.16966294944241636,2024,2,Feb,2024-02
O030406,2024-05-28,C00442,Customer 442,P024,Audio 4,Mobile Accessories,Audio,1,2700.0,0.0527,2557.62,1860.02,697.6,North,Jaipur,UPI,Returning,0.2727535755898062,2024,5,May,2024-05
O032807,2024-10-10,C00442,Customer 442,P016,Cases 4,Mobile Accessories,Cases,1,835.0,0.0877,761.81,442.63,319.19,North,Jaipur,UPI,Returning,0.4189889867552277,2024,10,Oct,2024-10
O031905,2025-04-17,C00442,Customer 442,P041,Laptop Stands 1,Computer Accessories,Laptop Stands,3,1423.0,0.1506,3626.3,2172.57,1453.73,East,Patna,UPI,Returning,0.40088519979042,2025,4,Apr,2025-04
O008789,2025-06-18,C00442,Customer 442,P062,Trackers 2,Smart Gadgets,Trackers,1,1518.0,0.0415,1455.02,996.25,458.76,West,Ahmedabad,UPI,Returning,0.3152946351252904,2025,6,Jun,2025-06
O004487,2024-01-08,C00443,Customer 443,P044,Laptop Stands 4,Computer Accessories,Laptop Stands,1,1074.0,0.0601,1009.48,580.72,428.76,South,Hyderabad,Credit Card,New,0.4247335261718905,2024,1,Jan,2024-01
O008480,2024-01-30,C00443,Customer 443,P065,Mini Fans 1,Smart Gadgets,Mini Fans,4,1976.0,0.1366,6824.17,5171.73,1652.43,North,Lucknow,UPI,Returning,0.24214373323056138,2024,1,Jan,2024-01
O004967,2024-08-22,C00444,Customer 444,P062,Trackers 2,Smart Gadgets,Trackers,1,1518.0,0.1362,1311.2,996.25,314.95,South,Bengaluru,Debit Card,New,0.24019981696156192,2024,8,Aug,2024-08
O037600,2024-02-09,C00445,Customer 445,P060,Smart Lights 4,Smart Gadgets,Smart Lights,1,520.0,0.1829,424.87,272.15,152.72,East,Ranchi,Credit Card,New,0.35945112622684583,2024,2,Feb,2024-02
O049583,2024-05-01,C00445,Customer 445,P054,Smart Speakers 2,Smart Gadgets,Smart Speakers,1,2061.0,0.1501,1751.67,1391.08,360.59,West,Surat,Net Banking,Returning,0.20585498410088657,2024,5,May,2024-05
O033980,2025-01-11,C00445,Customer 445,P055,Smart Speakers 3,Smart Gadgets,Smart Speakers,1,2173.0,0.1181,1916.38,1098.09,818.29,North,Amritsar,Credit Card,Returning,0.42699777705882963,2025,1,Jan,2025-01
O015230,2025-05-19,C00445,Customer 445,P022,Audio 2,Mobile Accessories,Audio,1,1192.0,0.0853,1090.34,751.33,339.0,North,Delhi,UPI,Returning,0.31091219252710167,2025,5,May,2025-05
O025460,2025-12-10,C00445,Customer 445,P047,Storage 3,Computer Accessories,Storage,1,1284.0,0.102,1153.0,684.41,468.59,North,Amritsar,UPI,Returning,0.4064093668690373,2025,12,Dec,2025-12
O036377,2024-01-04,C00446,Customer 446,P055,Smart Speakers 3,Smart Gadgets,Smart Speakers,1,2173.0,0.0033,2165.89,1098.09,1067.8,East,Ranchi,UPI,New,0.49300749345534634,2024,1,Jan,2024-01
O018840,2024-02-04,C00446,Customer 446,P015,Cases 3,Mobile Accessories,Cases,1,1441.0,0.0846,1319.13,1043.58,275.55,North,Jaipur,UPI,Returning,0.2088876759682518,2024,2,Feb,2024-02
O029947,2024-03-17,C00447,Customer 447,P003,Chargers 3,Mobile Accessories,Chargers,1,2603.0,0.1027,2335.63,1417.01,918.62,West,Ahmedabad,UPI,New,0.39330715909626096,2024,3,Mar,2024-03
O042444,2024-03-10,C00448,Customer 448,P017,Screen Protectors 1,Mobile Accessories,Screen Protectors,2,1752.0,0.0425,3355.09,1705.79,1649.3,West,Mumbai,UPI,New,0.4915814478896244,2024,3,Mar,2024-03
O032915,2024-04-27,C00448,Customer 448,P055,Smart Speakers 3,Smart Gadgets,Smart Speakers,1,2173.0,0.0329,2101.46,1098.09,1003.37,North,Chandigarh,UPI,Returning,0.47746328742874,2024,4,Apr,2024-04
O011932,2024-05-20,C00448,Customer 448,P048,Storage 4,Computer Accessories,Storage,1,1006.0,0.1044,900.94,741.41,159.54,South,Chennai,Debit Card,Returning,0.17708171465358402,2024,5,May,2024-05
O014724,2024-06-09,C00448,Customer 448,P034,Webcams 2,Computer Accessories,Webcams,1,1236.0,0.1909,1000.05,852.73,147.32,South,Coimbatore,Credit Card,Returning,0.1473126343682816,2024,6,Jun,2024-06
O035809,2024-12-01,C00448,Customer 448,P066,Mini Fans 2,Smart Gadgets,Mini Fans,1,1749.0,0.1073,1561.25,1021.52,539.73,West,Pune,UPI,Returning,0.34570376301040834,2024,12,Dec,2024-12
O037404,2025-04-11,C00448,Customer 448,P032,Mice 4,Computer Accessories,Mice,1,2908.0,0.1382,2506.06,2235.0,271.06,South,Hyderabad,UPI,Returning,0.10816181575860115,2025,4,Apr,2025-04
O014318,2025-05-09,C00448,Customer 448,P067,Mini Fans 3,Smart Gadgets,Mini Fans,1,1765.0,0.1197,1553.73,1160.09,393.64,West,Ahmedabad,UPI,Returning,0.2533516119274262,2025,5,May,2025-05
O016419,2024-08-12,C00449,Customer 449,P059,Smart Lights 3,Smart Gadgets,Smart Lights,1,590.0,0.0674,550.24,341.59,208.66,North,Lucknow,Net Banking,New,0.379216341959872,2024,8,Aug,2024-08
O037944,2025-05-19,C00449,Customer 449,P024,Audio 4,Mobile Accessories,Audio,1,2700.0,0.1283,2353.57,1860.02,493.55,South,Bengaluru,UPI,Returning,0.20970270695156717,2025,5,May,2025-05
O026784,2024-06-16,C00450,Customer 450,P043,Laptop Stands 3,Computer Accessories,Laptop Stands,1,2160.0,0.1311,1876.74,1332.14,544.59,West,Nagpur,Cash on Delivery,New,0.2901787141532658,2024,6,Jun,2024-06
O028307,2024-06-30,C00450,Customer 450,P032,Mice 4,Computer Accessories,Mice,1,2908.0,0.0773,2683.08,2235.0,448.08,South,Chennai,UPI,Returning,0.16700210206180957,2024,6,Jun,2024-06
O015197,2024-07-09,C00450,Customer 450,P068,Mini Fans 4,Smart Gadgets,Mini Fans,1,1050.0,0.0931,952.25,511.18,441.07,South,Kochi,UPI,Returning,0.4631871882383828,2024,7,Jul,2024-07
O044552,2024-09-17,C00450,Customer 450,P024,Audio 4,Mobile Accessories,Audio,2,2700.0,0.0857,4937.26,3720.04,1217.22,North,Delhi,UPI,Returning,0.24653755321777665,2024,9,Sep,2024-09
O046056,2024-12-10,C00450,Customer 450,P012,Power Banks 4,Mobile Accessories,Power Banks,2,2794.0,0.1895,4529.21,3996.37,532.84,South,Chennai,Credit Card,Returning,0.11764524056071589,2024,12,Dec,2024-12
O005754,2025-03-15,C00450,Customer 450,P015,Cases 3,Mobile Accessories,Cases,1,1441.0,0.0717,1337.69,1043.58,294.11,East,Bhubaneswar,Debit Card,Returning,0.21986409407261773,2025,3,Mar,2025-03
O048805,2025-07-25,C00450,Customer 450,P032,Mice 4,Computer Accessories,Mice,1,2908.0,0.0821,2669.36,2235.0,434.36,South,Hyderabad,UPI,Returning,0.16272065214133724,2025,7,Jul,2025-07
O012780,2025-08-04,C00450,Customer 450,P047,Storage 3,Computer Accessories,Storage,2,1284.0,0.064,2403.63,1368.83,1034.8,South,Hyderabad,Debit Card,Returning,0.43051551195483495,2025,8,Aug,2025-08
O026303,2025-12-25,C00450,Customer 450,P043,Laptop Stands 3,Computer Accessories,Laptop Stands,4,2160.0,0.1984,6925.72,5328.57,1597.15,West,Pune,UPI,Returning,0.23061140213580683,2025,12,Dec,2025-12
O037877,2024-03-15,C00451,Customer 451,P048,Storage 4,Computer Accessories,Storage,1,1006.0,0.1049,900.51,741.41,159.11,South,Hyderabad,Credit Card,New,0.17668876525524427,2024,3,Mar,2024-03
O047240,2024-04-03,C00451,Customer 451,P060,Smart Lights 4,Smart Gadgets,Smart Lights,1,520.0,0.1897,421.35,272.15,149.21,North,Amritsar,Debit Card,Returning,0.354123650172066,2024,4,Apr,2024-04
O024978,2024-06-22,C00451,Customer 451,P060,Smart Lights 4,Smart Gadgets,Smart Lights,2,520.0,0.1472,886.9,544.29,342.61,East,Kolkata,UPI,Returning,0.38630059758710117,2024,6,Jun,2024-06
O040767,2024-11-05,C00451,Customer 451,P039,USB Hubs 3,Computer Accessories,USB Hubs,1,834.0,0.2822,598.68,512.75,85.93,South,Coimbatore,Cash on Delivery,Returning,0.14353243803033341,2024,11,Nov,2024-11
O042288,2025-04-01,C00451,Customer 451,P055,Smart Speakers 3,Smart Gadgets,Smart Speakers,3,2173.0,0.1843,5317.86,3294.27,2023.59,West,Surat,Credit Card,Returning,0.3805271293339802,2025,4,Apr,2025-04
O048082,2025-07-01,C00451,Customer 451,P068,Mini Fans 4,Smart Gadgets,Mini Fans,1,1050.0,0.0843,961.47,511.18,450.28,North,Chandigarh,Cash on Delivery,Returning,0.4683245447075831,2025,7,Jul,2025-07
O044505,2024-05-13,C00452,Customer 452,P055,Smart Speakers 3,Smart Gadgets,Smart Speakers,2,2173.0,0.0298,4216.47,2196.18,2020.29,South,Chennai,Debit Card,New,0.47914250546072895,2024,5,May,2024-05
O007436,2024-05-29,C00452,Customer 452,P039,USB Hubs 3,Computer Accessories,USB Hubs,1,834.0,0.1714,691.01,512.75,178.26,South,Hyderabad,Credit Card,Returning,0.2579702175077061,2024,5,May,2024-05
O023928,2024-06-26,C00452,Customer 452,P015,Cases 3,Mobile Accessories,Cases,1,1441.0,0.1958,1158.83,1043.58,115.25,South,Kochi,Cash on Delivery,Returning,0.09945375939525211,2024,6,Jun,2024-06
O007975,2025-02-24,C00452,Customer 452,P043,Laptop Stands 3,Computer Accessories,Laptop Stands,3,2160.0,0.2189,5061.22,3996.43,1064.79,North,Amritsar,Credit Card,Returning,0.2103820817905564,2025,2,Feb,2025-02
O047107,2025-04-24,C00452,Customer 452,P015,Cases 3,Mobile Accessories,Cases,1,1441.0,0.0703,1339.73,1043.58,296.15,South,Kochi,Net Banking,Returning,0.22105200301553296,2025,4,Apr,2025-04
O004507,2025-05-06,C00452,Customer 452,P030,Mice 2,Computer Accessories,Mice,1,2112.0,0.3,1478.4,1069.29,409.11,East,Bhubaneswar,Credit Card,Returning,0.27672483766233763,2025,5,May,2025-05
O023112,2025-06-01,C00452,Customer 452,P008,Cables 4,Mobile Accessories,Cables,1,2400.0,0.1527,2033.42,1354.6,678.82,West,Ahmedabad,UPI,Returning,0.33383167274837466,2025,6,Jun,2025-06
O036275,2025-06-28,C00452,Customer 452,P039,USB Hubs 3,Computer Accessories,USB Hubs,1,834.0,0.0741,772.2,512.75,259.45,West,Nagpur,UPI,Returning,0.33598808598808594,2025,6,Jun,2025-06
O032814,2025-08-08,C00452,Customer 452,P024,Audio 4,Mobile Accessories,Audio,1,2700.0,0.1835,2204.53,1860.02,344.51,East,Guwahati,Debit Card,Returning,0.15627367284636634,2025,8,Aug,2025-08
O011443,2024-01-29,C00453,Customer 453,P003,Chargers 3,Mobile Accessories,Chargers,3,2603.0,0.1337,6765.17,4251.03,2514.14,West,Pune,UPI,New,0.37162998121259333,2024,1,Jan,2024-01
O021157,2024-03-14,C00453,Customer 453,P047,Storage 3,Computer Accessories,Storage,2,1284.0,0.1642,2146.37,1368.83,777.54,East,Bhubaneswar,Debit Card,Returning,0.36225813815884494,2024,3,Mar,2024-03
